id_car2,C,12;id_commune,C,10;id_ins_1,C,10;id_epci
00135-10503;00135;0000-0428;000000000
00135-10504;00135;0000-0428;000000000
00135-10505;00135;0000-0428;000000000
00135-10506;00135;0000-0428;000000000
00135-10507;00135;0000-0429;000000000
00135-10508;00135;0000-0429;000000000
00135-10509;00135;0000-0429;000000000
00135-10510;00135;0000-0429;000000000
00135-10511;00135;0000-0429;000000000
00135-10512;00135;0000-0430;000000000
00135-10513;00135;0000-0430;000000000
00135-10514;00135;0000-0430;000000000
00135-10515;00135;0000-0430;000000000
00135-10516;00135;0000-0430;000000000
00135-10517;00135;0000-0431;000000000
00135-10518;00135;0000-0431;000000000
00135-10519;00135;0000-0431;000000000
00296-02251;00296;0000-0087;000000000
00135-10520;00135;0000-0431;000000000
00296-02252;00296;0000-0087;000000000
00135-10521;00135;0000-0431;000000000
00296-02253;00296;0000-0087;000000000
00135-10522;00135;0000-0432;000000000
00296-02254;00296;0000-0088;000000000
00135-10523;00135;0000-0432;000000000
00296-02255;00296;0000-0088;000000000
00296-02256;00296;0000-0088;000000000
00296-02257;00296;0000-0088;000000000
00296-02258;00296;0000-0088;000000000
00296-02259;00296;0000-0089;000000000
00296-02260;00296;0000-0089;000000000
00296-02261;00296;0000-0089;000000000
00296-02262;00296;0000-0089;000000000
00296-02263;00296;0000-0089;000000000
00296-02264;00296;0000-0090;000000000
00296-02265;00296;0000-0090;000000000
00037-02266;00037;0000-0090;000000000
00037-02267;00037;0000-0090;000000000
00037-02268;00037;0000-0090;000000000
00037-02269;00037;0000-0091;000000000
00037-02270;00037;0000-0091;000000000
00037-02271;00037;0000-0091;000000000
00037-02272;00037;0000-0091;000000000
00037-02273;00037;0000-0091;000000000
00037-02274;00037;0000-0092;000000000
00037-02275;00037;0000-0092;000000000
00284-10571;00284;0000-0417;000000000
00284-10572;00284;0000-0417;000000000
00284-10573;00284;0000-0418;000000000
00284-10574;00284;0000-0418;000000000
00284-10575;00284;0000-0418;000000000
00284-10576;00284;0000-0418;000000000
00284-10577;00284;0000-0418;000000000
00284-10578;00284;0000-0419;000000000
00284-10579;00284;0000-0419;000000000
00284-10580;00284;0000-0419;000000000
00284-10581;00284;0000-0419;000000000
00284-10582;00284;0000-0419;000000000
00284-10583;00284;0000-0420;000000000
00284-10584;00284;0000-0420;000000000
00284-10585;00284;0000-0420;000000000
00284-10586;00284;0000-0420;000000000
00284-10587;00284;0000-0420;000000000
00284-10588;00284;0000-0421;000000000
00284-10589;00284;0000-0421;000000000
00284-10590;00284;0000-0421;000000000
00165-10591;00165;0000-0421;000000000
00165-10592;00165;0000-0421;000000000
00165-10593;00165;0000-0422;000000000
00165-10594;00165;0000-0422;000000000
00165-10595;00165;0000-0422;000000000
00165-10596;00165;0000-0422;000000000
00165-10597;00165;0000-0422;000000000
00165-10598;00165;0000-0423;000000000
00165-10599;00165;0000-0423;000000000
00165-10600;00165;0000-0423;000000000
00135-10601;00135;0000-0423;000000000
00135-10602;00135;0000-0423;000000000
00135-10603;00135;0000-0424;000000000
00135-10604;00135;0000-0424;000000000
00135-10605;00135;0000-0424;000000000
00135-10606;00135;0000-0424;000000000
00135-10607;00135;0000-0424;000000000
00135-10608;00135;0000-0425;000000000
00135-10609;00135;0000-0425;000000000
00135-10610;00135;0000-0425;000000000
00135-10611;00135;0000-0425;000000000
00135-10612;00135;0000-0425;000000000
00135-10613;00135;0000-0426;000000000
00135-10614;00135;0000-0426;000000000
00135-10615;00135;0000-0426;000000000
00135-10616;00135;0000-0426;000000000
00135-10617;00135;0000-0426;000000000
00135-10618;00135;0000-0427;000000000
00135-10619;00135;0000-0427;000000000
00135-10620;00135;0000-0427;000000000
00135-10621;00135;0000-0427;000000000
00135-10622;00135;0000-0427;000000000
00135-10623;00135;0000-0428;000000000
00135-10624;00135;0000-0428;000000000
00135-10625;00135;0000-0428;000000000
00135-10626;00135;0000-0428;000000000
00135-10627;00135;0000-0428;000000000
00135-10628;00135;0000-0429;000000000
00135-10629;00135;0000-0429;000000000
00135-10630;00135;0000-0429;000000000
00135-10631;00135;0000-0429;000000000
00135-10632;00135;0000-0429;000000000
00135-10633;00135;0000-0430;000000000
00135-10634;00135;0000-0430;000000000
00135-10635;00135;0000-0430;000000000
00135-10636;00135;0000-0430;000000000
00135-10637;00135;0000-0430;000000000
00135-10638;00135;0000-0431;000000000
00135-10639;00135;0000-0431;000000000
00135-10640;00135;0000-0431;000000000
00296-02372;00296;0000-0087;000000000
00135-10641;00135;0000-0431;000000000
00296-02373;00296;0000-0087;000000000
00135-10642;00135;0000-0431;000000000
00296-02374;00296;0000-0087;000000000
00135-10643;00135;0000-0432;000000000
00296-02375;00296;0000-0088;000000000
00296-02376;00296;0000-0088;000000000
00296-02377;00296;0000-0088;000000000
00296-02378;00296;0000-0088;000000000
00296-02379;00296;0000-0088;000000000
00296-02380;00296;0000-0089;000000000
00296-02381;00296;0000-0089;000000000
00296-02382;00296;0000-0089;000000000
00296-02383;00296;0000-0089;000000000
00296-02384;00296;0000-0089;000000000
00296-02385;00296;0000-0090;000000000
00296-02386;00296;0000-0090;000000000
00037-02387;00037;0000-0090;000000000
00037-02388;00037;0000-0090;000000000
00037-02389;00037;0000-0090;000000000
00037-02390;00037;0000-0091;000000000
00037-02391;00037;0000-0091;000000000
00037-02392;00037;0000-0091;000000000
00037-02393;00037;0000-0091;000000000
00037-02394;00037;0000-0091;000000000
00037-02395;00037;0000-0092;000000000
00037-02396;00037;0000-0092;000000000
00284-10692;00284;0000-0417;000000000
00284-10693;00284;0000-0417;000000000
00284-10694;00284;0000-0418;000000000
00284-10695;00284;0000-0418;000000000
00284-10696;00284;0000-0418;000000000
00284-10697;00284;0000-0418;000000000
00284-10698;00284;0000-0418;000000000
00284-10699;00284;0000-0419;000000000
00284-10700;00284;0000-0419;000000000
00284-10701;00284;0000-0419;000000000
00284-10702;00284;0000-0419;000000000
00284-10703;00284;0000-0419;000000000
00284-10704;00284;0000-0420;000000000
00284-10705;00284;0000-0420;000000000
00284-10706;00284;0000-0420;000000000
00284-10707;00284;0000-0420;000000000
00284-10708;00284;0000-0420;000000000
00284-10709;00284;0000-0421;000000000
00284-10710;00284;0000-0421;000000000
00284-10711;00284;0000-0421;000000000
00165-10712;00165;0000-0421;000000000
00165-10713;00165;0000-0421;000000000
00165-10714;00165;0000-0422;000000000
00165-10715;00165;0000-0422;000000000
00165-10716;00165;0000-0422;000000000
00165-10717;00165;0000-0422;000000000
00165-10718;00165;0000-0422;000000000
00165-10719;00165;0000-0423;000000000
00165-10720;00165;0000-0423;000000000
00165-10721;00165;0000-0423;000000000
00135-10722;00135;0000-0423;000000000
00135-10723;00135;0000-0423;000000000
00135-10724;00135;0000-0424;000000000
00135-10725;00135;0000-0424;000000000
00135-10726;00135;0000-0424;000000000
00135-10727;00135;0000-0424;000000000
00135-10728;00135;0000-0424;000000000
00135-10729;00135;0000-0425;000000000
00135-10730;00135;0000-0425;000000000
00135-10731;00135;0000-0425;000000000
00135-10732;00135;0000-0425;000000000
00135-10733;00135;0000-0425;000000000
00135-10734;00135;0000-0426;000000000
00135-10735;00135;0000-0426;000000000
00135-10736;00135;0000-0426;000000000
00135-10737;00135;0000-0426;000000000
00135-10738;00135;0000-0426;000000000
00135-10739;00135;0000-0427;000000000
00135-10740;00135;0000-0427;000000000
00135-10741;00135;0000-0427;000000000
00135-10742;00135;0000-0427;000000000
00135-10743;00135;0000-0427;000000000
00135-10744;00135;0000-0428;000000000
00135-10745;00135;0000-0428;000000000
00135-10746;00135;0000-0428;000000000
00135-10747;00135;0000-0428;000000000
00135-10748;00135;0000-0428;000000000
00135-10749;00135;0000-0429;000000000
00135-10750;00135;0000-0429;000000000
00135-10751;00135;0000-0429;000000000
00135-10752;00135;0000-0429;000000000
00135-10753;00135;0000-0429;000000000
00135-10754;00135;0000-0430;000000000
00135-10755;00135;0000-0430;000000000
00135-10756;00135;0000-0430;000000000
00135-10757;00135;0000-0430;000000000
00135-10758;00135;0000-0430;000000000
00135-10759;00135;0000-0431;000000000
00135-10760;00135;0000-0431;000000000
00135-10761;00135;0000-0431;000000000
00296-02493;00296;0000-0111;000000000
00135-10762;00135;0000-0431;000000000
00296-02494;00296;0000-0111;000000000
00135-10763;00135;0000-0431;000000000
00296-02495;00296;0000-0111;000000000
00135-10764;00135;0000-0432;000000000
00296-02496;00296;0000-0112;000000000
00296-02497;00296;0000-0112;000000000
00296-02498;00296;0000-0112;000000000
00296-02499;00296;0000-0112;000000000
00296-02500;00296;0000-0112;000000000
00296-02501;00296;0000-0113;000000000
00296-02502;00296;0000-0113;000000000
00296-02503;00296;0000-0113;000000000
00296-02504;00296;0000-0113;000000000
00296-02505;00296;0000-0113;000000000
00296-02506;00296;0000-0114;000000000
00037-02507;00037;0000-0114;000000000
00037-02508;00037;0000-0114;000000000
00037-02509;00037;0000-0114;000000000
00037-02510;00037;0000-0114;000000000
00037-02511;00037;0000-0115;000000000
00037-02512;00037;0000-0115;000000000
00037-02513;00037;0000-0115;000000000
00037-02514;00037;0000-0115;000000000
00037-02515;00037;0000-0115;000000000
00037-02516;00037;0000-0116;000000000
00037-02517;00037;0000-0116;000000000
00284-10812;00284;0000-0417;000000000
00284-10813;00284;0000-0417;000000000
00284-10814;00284;0000-0417;000000000
00284-10815;00284;0000-0418;000000000
00284-10816;00284;0000-0418;000000000
00284-10817;00284;0000-0418;000000000
00284-10818;00284;0000-0418;000000000
00284-10819;00284;0000-0418;000000000
00284-10820;00284;0000-0419;000000000
00284-10821;00284;0000-0419;000000000
00284-10822;00284;0000-0419;000000000
00284-10823;00284;0000-0419;000000000
00284-10824;00284;0000-0419;000000000
00284-10825;00284;0000-0420;000000000
00284-10826;00284;0000-0420;000000000
00284-10827;00284;0000-0420;000000000
00284-10828;00284;0000-0420;000000000
00284-10829;00284;0000-0420;000000000
00284-10830;00284;0000-0421;000000000
00284-10831;00284;0000-0421;000000000
00165-10832;00165;0000-0421;000000000
00165-10833;00165;0000-0421;000000000
00165-10834;00165;0000-0421;000000000
00165-10835;00165;0000-0422;000000000
00165-10836;00165;0000-0422;000000000
00165-10837;00165;0000-0422;000000000
00165-10838;00165;0000-0422;000000000
00165-10839;00165;0000-0422;000000000
00165-10840;00165;0000-0423;000000000
00165-10841;00165;0000-0423;000000000
00165-10842;00165;0000-0423;000000000
00135-10843;00135;0000-0423;000000000
00135-10844;00135;0000-0423;000000000
00135-10845;00135;0000-0424;000000000
00135-10846;00135;0000-0424;000000000
00135-10847;00135;0000-0424;000000000
00135-10848;00135;0000-0424;000000000
00135-10849;00135;0000-0424;000000000
00135-10850;00135;0000-0425;000000000
00135-10851;00135;0000-0425;000000000
00135-10852;00135;0000-0425;000000000
00135-10853;00135;0000-0425;000000000
00135-10854;00135;0000-0425;000000000
00135-10855;00135;0000-0426;000000000
00135-10856;00135;0000-0426;000000000
00135-10857;00135;0000-0426;000000000
00135-10858;00135;0000-0426;000000000
00135-10859;00135;0000-0426;000000000
00135-10860;00135;0000-0427;000000000
00135-10861;00135;0000-0427;000000000
00135-10862;00135;0000-0427;000000000
00135-10863;00135;0000-0427;000000000
00135-10864;00135;0000-0427;000000000
00135-10865;00135;0000-0428;000000000
00135-10866;00135;0000-0428;000000000
00135-10867;00135;0000-0428;000000000
00135-10868;00135;0000-0428;000000000
00135-10869;00135;0000-0428;000000000
00135-10870;00135;0000-0429;000000000
00135-10871;00135;0000-0429;000000000
00135-10872;00135;0000-0429;000000000
00135-10873;00135;0000-0429;000000000
00135-10874;00135;0000-0429;000000000
00135-10875;00135;0000-0430;000000000
00135-10876;00135;0000-0430;000000000
00135-10877;00135;0000-0430;000000000
00135-10878;00135;0000-0430;000000000
00135-10879;00135;0000-0430;000000000
00135-10880;00135;0000-0431;000000000
00135-10881;00135;0000-0431;000000000
00135-10882;00135;0000-0431;000000000
00296-02614;00296;0000-0111;000000000
00135-10883;00135;0000-0431;000000000
00296-02615;00296;0000-0111;000000000
00135-10884;00135;0000-0431;000000000
00296-02616;00296;0000-0111;000000000
00296-02617;00296;0000-0112;000000000
00296-02618;00296;0000-0112;000000000
00296-02619;00296;0000-0112;000000000
00296-02620;00296;0000-0112;000000000
00296-02621;00296;0000-0112;000000000
00296-02622;00296;0000-0113;000000000
00296-02623;00296;0000-0113;000000000
00296-02624;00296;0000-0113;000000000
00296-02625;00296;0000-0113;000000000
00296-02626;00296;0000-0113;000000000
00296-02627;00296;0000-0114;000000000
00037-02628;00037;0000-0114;000000000
00037-02629;00037;0000-0114;000000000
00037-02630;00037;0000-0114;000000000
00037-02631;00037;0000-0114;000000000
00037-02632;00037;0000-0115;000000000
00037-02633;00037;0000-0115;000000000
00037-02634;00037;0000-0115;000000000
00037-02635;00037;0000-0115;000000000
00037-02636;00037;0000-0115;000000000
00037-02637;00037;0000-0116;000000000
00296-02734;00296;0000-0111;000000000
00296-02735;00296;0000-0111;000000000
00296-02736;00296;0000-0111;000000000
00296-02737;00296;0000-0111;000000000
00296-02738;00296;0000-0112;000000000
00296-02739;00296;0000-0112;000000000
00296-02740;00296;0000-0112;000000000
00296-02741;00296;0000-0112;000000000
00296-02742;00296;0000-0112;000000000
00296-02743;00296;0000-0113;000000000
00296-02744;00296;0000-0113;000000000
00296-02745;00296;0000-0113;000000000
00296-02746;00296;0000-0113;000000000
00296-02747;00296;0000-0113;000000000
00296-02748;00296;0000-0114;000000000
00037-02749;00037;0000-0114;000000000
00037-02750;00037;0000-0114;000000000
00037-02751;00037;0000-0114;000000000
00037-02752;00037;0000-0114;000000000
00037-02753;00037;0000-0115;000000000
00037-02754;00037;0000-0115;000000000
00037-02755;00037;0000-0115;000000000
00037-02756;00037;0000-0115;000000000
00037-02757;00037;0000-0115;000000000
00296-02855;00296;0000-0111;000000000
00296-02856;00296;0000-0111;000000000
00296-02857;00296;0000-0111;000000000
00296-02858;00296;0000-0111;000000000
00296-02859;00296;0000-0112;000000000
00296-02860;00296;0000-0112;000000000
00296-02861;00296;0000-0112;000000000
00296-02862;00296;0000-0112;000000000
00296-02863;00296;0000-0112;000000000
00296-02864;00296;0000-0113;000000000
00296-02865;00296;0000-0113;000000000
00296-02866;00296;0000-0113;000000000
00296-02867;00296;0000-0113;000000000
00296-02868;00296;0000-0113;000000000
00037-02869;00037;0000-0114;000000000
00037-02870;00037;0000-0114;000000000
00037-02871;00037;0000-0114;000000000
00037-02872;00037;0000-0114;000000000
00037-02873;00037;0000-0114;000000000
00037-02874;00037;0000-0115;000000000
00037-02875;00037;0000-0115;000000000
00037-02876;00037;0000-0115;000000000
00037-02877;00037;0000-0115;000000000
00037-02878;00037;0000-0115;000000000
00296-02976;00296;0000-0111;000000000
00296-02977;00296;0000-0111;000000000
00296-02978;00296;0000-0111;000000000
00296-02979;00296;0000-0111;000000000
00296-02980;00296;0000-0112;000000000
00296-02981;00296;0000-0112;000000000
00296-02982;00296;0000-0112;000000000
00296-02983;00296;0000-0112;000000000
00296-02984;00296;0000-0112;000000000
00296-02985;00296;0000-0113;000000000
00296-02986;00296;0000-0113;000000000
00296-02987;00296;0000-0113;000000000
00037-02988;00037;0000-0113;000000000
00037-02989;00037;0000-0113;000000000
00037-02990;00037;0000-0114;000000000
00037-02991;00037;0000-0114;000000000
00037-02992;00037;0000-0114;000000000
00037-02993;00037;0000-0114;000000000
00037-02994;00037;0000-0114;000000000
00037-02995;00037;0000-0115;000000000
00037-02996;00037;0000-0115;000000000
00037-02997;00037;0000-0115;000000000
00037-02998;00037;0000-0115;000000000
00037-02999;00037;0000-0115;000000000
00037-03000;00037;0000-0116;000000000
00296-03096;00296;0000-0135;000000000
00296-03097;00296;0000-0135;000000000
00296-03098;00296;0000-0135;000000000
00296-03099;00296;0000-0135;000000000
00296-03100;00296;0000-0135;000000000
00296-03101;00296;0000-0136;000000000
00296-03102;00296;0000-0136;000000000
00296-03103;00296;0000-0136;000000000
00296-03104;00296;0000-0136;000000000
00296-03105;00296;0000-0136;000000000
00296-03106;00296;0000-0137;000000000
00296-03107;00296;0000-0137;000000000
00296-03108;00296;0000-0137;000000000
00037-03109;00037;0000-0137;000000000
00037-03110;00037;0000-0137;000000000
00037-03111;00037;0000-0138;000000000
00037-03112;00037;0000-0138;000000000
00037-03113;00037;0000-0138;000000000
00037-03114;00037;0000-0138;000000000
00037-03115;00037;0000-0138;000000000
00037-03116;00037;0000-0139;000000000
00037-03117;00037;0000-0139;000000000
00037-03118;00037;0000-0139;000000000
00037-03119;00037;0000-0139;000000000
00037-03120;00037;0000-0139;000000000
00037-03121;00037;0000-0140;000000000
00296-03217;00296;0000-0135;000000000
00296-03218;00296;0000-0135;000000000
00296-03219;00296;0000-0135;000000000
00296-03220;00296;0000-0135;000000000
00296-03221;00296;0000-0135;000000000
00296-03222;00296;0000-0136;000000000
00296-03223;00296;0000-0136;000000000
00296-03224;00296;0000-0136;000000000
00296-03225;00296;0000-0136;000000000
00296-03226;00296;0000-0136;000000000
00296-03227;00296;0000-0137;000000000
00296-03228;00296;0000-0137;000000000
00296-03229;00296;0000-0137;000000000
00037-03230;00037;0000-0137;000000000
00037-03231;00037;0000-0137;000000000
00037-03232;00037;0000-0138;000000000
00037-03233;00037;0000-0138;000000000
00037-03234;00037;0000-0138;000000000
00037-03235;00037;0000-0138;000000000
00037-03236;00037;0000-0138;000000000
00037-03237;00037;0000-0139;000000000
00037-03238;00037;0000-0139;000000000
00037-03239;00037;0000-0139;000000000
00037-03240;00037;0000-0139;000000000
00037-03241;00037;0000-0139;000000000
00037-03242;00037;0000-0140;000000000
00296-03338;00296;0000-0135;000000000
00296-03339;00296;0000-0135;000000000
00296-03340;00296;0000-0135;000000000
00296-03341;00296;0000-0135;000000000
00296-03342;00296;0000-0135;000000000
00296-03343;00296;0000-0136;000000000
00296-03344;00296;0000-0136;000000000
00296-03345;00296;0000-0136;000000000
00296-03346;00296;0000-0136;000000000
00296-03347;00296;0000-0136;000000000
00296-03348;00296;0000-0137;000000000
00296-03349;00296;0000-0137;000000000
00037-03350;00037;0000-0137;000000000
00037-03351;00037;0000-0137;000000000
00037-03352;00037;0000-0137;000000000
00037-03353;00037;0000-0138;000000000
00037-03354;00037;0000-0138;000000000
00037-03355;00037;0000-0138;000000000
00037-03356;00037;0000-0138;000000000
00037-03357;00037;0000-0138;000000000
00037-03358;00037;0000-0139;000000000
00037-03359;00037;0000-0139;000000000
00037-03360;00037;0000-0139;000000000
00037-03361;00037;0000-0139;000000000
00037-03362;00037;0000-0139;000000000
00037-03363;00037;0000-0140;000000000
00296-03460;00296;0000-0135;000000000
00296-03461;00296;0000-0135;000000000
00296-03462;00296;0000-0135;000000000
00296-03463;00296;0000-0135;000000000
00296-03464;00296;0000-0136;000000000
00296-03465;00296;0000-0136;000000000
00296-03466;00296;0000-0136;000000000
00296-03467;00296;0000-0136;000000000
00220-03468;00220;0000-0136;000000000
00220-03469;00220;0000-0137;000000000
00296-03470;00296;0000-0137;000000000
00037-03471;00037;0000-0137;000000000
00037-03472;00037;0000-0137;000000000
00037-03473;00037;0000-0137;000000000
00037-03474;00037;0000-0138;000000000
00037-03475;00037;0000-0138;000000000
00037-03476;00037;0000-0138;000000000
00037-03477;00037;0000-0138;000000000
00037-03478;00037;0000-0138;000000000
00037-03479;00037;0000-0139;000000000
00037-03480;00037;0000-0139;000000000
00037-03481;00037;0000-0139;000000000
00037-03482;00037;0000-0139;000000000
00037-03483;00037;0000-0139;000000000
00037-03484;00037;0000-0140;000000000
00037-03485;00037;0000-0140;000000000
00296-03581;00296;0000-0135;000000000
00296-03582;00296;0000-0135;000000000
00296-03583;00296;0000-0135;000000000
00296-03584;00296;0000-0135;000000000
00296-03585;00296;0000-0136;000000000
00296-03586;00296;0000-0136;000000000
00296-03587;00296;0000-0136;000000000
00296-03588;00296;0000-0136;000000000
00296-03589;00296;0000-0136;000000000
00220-03590;00220;0000-0137;000000000
00220-03591;00220;0000-0137;000000000
00220-03592;00220;0000-0137;000000000
00037-03593;00037;0000-0137;000000000
00037-03594;00037;0000-0137;000000000
00037-03595;00037;0000-0138;000000000
00037-03596;00037;0000-0138;000000000
00037-03597;00037;0000-0138;000000000
00037-03598;00037;0000-0138;000000000
00037-03599;00037;0000-0138;000000000
00037-03600;00037;0000-0139;000000000
00037-03601;00037;0000-0139;000000000
00037-03602;00037;0000-0139;000000000
00037-03603;00037;0000-0139;000000000
00037-03604;00037;0000-0139;000000000
00037-03605;00037;0000-0140;000000000
00037-03606;00037;0000-0140;000000000
00296-03702;00296;0000-0159;000000000
00296-03703;00296;0000-0159;000000000
00296-03704;00296;0000-0159;000000000
00296-03705;00296;0000-0159;000000000
00296-03706;00296;0000-0160;000000000
00296-03707;00296;0000-0160;000000000
00220-03708;00220;0000-0160;000000000
00220-03709;00220;0000-0160;000000000
00220-03710;00220;0000-0160;000000000
00220-03711;00220;0000-0161;000000000
00220-03712;00220;0000-0161;000000000
00220-03713;00220;0000-0161;000000000
00220-03714;00220;0000-0161;000000000
00037-03715;00037;0000-0161;000000000
00037-03716;00037;0000-0162;000000000
00037-03717;00037;0000-0162;000000000
00037-03718;00037;0000-0162;000000000
00037-03719;00037;0000-0162;000000000
00037-03720;00037;0000-0162;000000000
00037-03721;00037;0000-0163;000000000
00037-03722;00037;0000-0163;000000000
00037-03723;00037;0000-0163;000000000
00037-03724;00037;0000-0163;000000000
00037-03725;00037;0000-0163;000000000
00037-03726;00037;0000-0164;000000000
00037-03727;00037;0000-0164;000000000
00296-03823;00296;0000-0159;000000000
00296-03824;00296;0000-0159;000000000
00296-03825;00296;0000-0159;000000000
00296-03826;00296;0000-0159;000000000
00296-03827;00296;0000-0160;000000000
00220-03828;00220;0000-0160;000000000
00220-03829;00220;0000-0160;000000000
00220-03830;00220;0000-0160;000000000
00220-03831;00220;0000-0160;000000000
00220-03832;00220;0000-0161;000000000
00220-03833;00220;0000-0161;000000000
00220-03834;00220;0000-0161;000000000
00220-03835;00220;0000-0161;000000000
00037-03836;00037;0000-0161;000000000
00037-03837;00037;0000-0162;000000000
00037-03838;00037;0000-0162;000000000
00037-03839;00037;0000-0162;000000000
00037-03840;00037;0000-0162;000000000
00037-03841;00037;0000-0162;000000000
00037-03842;00037;0000-0163;000000000
00037-03843;00037;0000-0163;000000000
00037-03844;00037;0000-0163;000000000
00037-03845;00037;0000-0163;000000000
00037-03846;00037;0000-0163;000000000
00037-03847;00037;0000-0164;000000000
00037-03848;00037;0000-0164;000000000
00037-03849;00037;0000-0164;000000000
00037-03850;00037;0000-0164;000000000
00037-03853;00037;0000-0165;000000000
00037-03854;00037;0000-0165;000000000
00037-03855;00037;0000-0165;000000000
00037-03856;00037;0000-0165;000000000
00037-03858;00037;0000-0166;000000000
00037-03859;00037;0000-0166;000000000
00296-03944;00296;0000-0159;000000000
00296-03945;00296;0000-0159;000000000
00296-03946;00296;0000-0159;000000000
00296-03947;00296;0000-0159;000000000
00220-03948;00220;0000-0160;000000000
00220-03949;00220;0000-0160;000000000
00220-03950;00220;0000-0160;000000000
00220-03951;00220;0000-0160;000000000
00220-03952;00220;0000-0160;000000000
00220-03953;00220;0000-0161;000000000
00220-03954;00220;0000-0161;000000000
00220-03955;00220;0000-0161;000000000
00220-03956;00220;0000-0161;000000000
00220-03957;00220;0000-0161;000000000
00220-03958;00220;0000-0162;000000000
00037-03959;00037;0000-0162;000000000
00037-03960;00037;0000-0162;000000000
00037-03961;00037;0000-0162;000000000
00037-03962;00037;0000-0162;000000000
00037-03963;00037;0000-0163;000000000
00037-03964;00037;0000-0163;000000000
00037-03965;00037;0000-0163;000000000
00037-03966;00037;0000-0163;000000000
00037-03967;00037;0000-0163;000000000
00037-03968;00037;0000-0164;000000000
00037-03969;00037;0000-0164;000000000
00037-03970;00037;0000-0164;000000000
00037-03971;00037;0000-0164;000000000
00037-03972;00037;0000-0164;000000000
00037-03973;00037;0000-0165;000000000
00037-03974;00037;0000-0165;000000000
00037-03975;00037;0000-0165;000000000
00037-03976;00037;0000-0165;000000000
00037-03977;00037;0000-0165;000000000
00037-03978;00037;0000-0166;000000000
00037-03979;00037;0000-0166;000000000
00037-03980;00037;0000-0166;000000000
00037-03981;00037;0000-0166;000000000
00296-04065;00296;0000-0159;000000000
00296-04066;00296;0000-0159;000000000
00296-04067;00296;0000-0159;000000000
00220-04068;00220;0000-0159;000000000
00220-04069;00220;0000-0160;000000000
00220-04070;00220;0000-0160;000000000
00220-04071;00220;0000-0160;000000000
00220-04072;00220;0000-0160;000000000
00220-04073;00220;0000-0160;000000000
00220-04074;00220;0000-0161;000000000
00220-04075;00220;0000-0161;000000000
00220-04076;00220;0000-0161;000000000
00220-04077;00220;0000-0161;000000000
00220-04078;00220;0000-0161;000000000
00220-04079;00220;0000-0162;000000000
00037-04080;00037;0000-0162;000000000
00037-04081;00037;0000-0162;000000000
00037-04082;00037;0000-0162;000000000
00037-04083;00037;0000-0162;000000000
00037-04084;00037;0000-0163;000000000
00037-04085;00037;0000-0163;000000000
00037-04086;00037;0000-0163;000000000
00037-04087;00037;0000-0163;000000000
00037-04088;00037;0000-0163;000000000
00037-04089;00037;0000-0164;000000000
00037-04090;00037;0000-0164;000000000
00037-04091;00037;0000-0164;000000000
00037-04092;00037;0000-0164;000000000
00037-04093;00037;0000-0164;000000000
00037-04094;00037;0000-0165;000000000
00037-04095;00037;0000-0165;000000000
00037-04096;00037;0000-0165;000000000
00037-04097;00037;0000-0165;000000000
00037-04098;00037;0000-0165;000000000
00037-04099;00037;0000-0166;000000000
00037-04100;00037;0000-0166;000000000
00037-04101;00037;0000-0166;000000000
00037-04102;00037;0000-0166;000000000
00296-04186;00296;0000-0159;000000000
00296-04187;00296;0000-0159;000000000
00220-04188;00220;0000-0159;000000000
00220-04189;00220;0000-0159;000000000
00220-04190;00220;0000-0160;000000000
00220-04191;00220;0000-0160;000000000
00220-04192;00220;0000-0160;000000000
00220-04193;00220;0000-0160;000000000
00220-04194;00220;0000-0160;000000000
00220-04195;00220;0000-0161;000000000
00220-04196;00220;0000-0161;000000000
00220-04197;00220;0000-0161;000000000
00220-04198;00220;0000-0161;000000000
00220-04199;00220;0000-0161;000000000
00220-04200;00220;0000-0162;000000000
00220-04201;00220;0000-0162;000000000
00037-04202;00037;0000-0162;000000000
00037-04203;00037;0000-0162;000000000
00037-04204;00037;0000-0162;000000000
00037-04205;00037;0000-0163;000000000
00037-04206;00037;0000-0163;000000000
00037-04207;00037;0000-0163;000000000
00037-04208;00037;0000-0163;000000000
00037-04209;00037;0000-0163;000000000
00037-04210;00037;0000-0164;000000000
00037-04211;00037;0000-0164;000000000
00037-04212;00037;0000-0164;000000000
00037-04213;00037;0000-0164;000000000
00037-04214;00037;0000-0164;000000000
00037-04215;00037;0000-0165;000000000
00037-04216;00037;0000-0165;000000000
00037-04217;00037;0000-0165;000000000
00037-04218;00037;0000-0165;000000000
00037-04219;00037;0000-0165;000000000
00037-04220;00037;0000-0166;000000000
00037-04221;00037;0000-0166;000000000
00037-04222;00037;0000-0166;000000000
00037-04223;00037;0000-0166;000000000
00037-04224;00037;0000-0166;000000000
00220-04309;00220;0000-0183;000000000
00220-04310;00220;0000-0183;000000000
00220-04311;00220;0000-0184;000000000
00220-04312;00220;0000-0184;000000000
00220-04313;00220;0000-0184;000000000
00220-04314;00220;0000-0184;000000000
00220-04315;00220;0000-0184;000000000
00220-04316;00220;0000-0185;000000000
00220-04317;00220;0000-0185;000000000
00220-04318;00220;0000-0185;000000000
00220-04319;00220;0000-0185;000000000
00220-04320;00220;0000-0185;000000000
00220-04321;00220;0000-0186;000000000
00220-04322;00220;0000-0186;000000000
00220-04323;00220;0000-0186;000000000
00220-04324;00220;0000-0186;000000000
00037-04325;00037;0000-0186;000000000
00037-04326;00037;0000-0187;000000000
