id_car2,C,12;id_commune,C,10;id_ins_1,C,10;id_epci
00135-09542;00135;0000-0381;000000000
00135-09543;00135;0000-0381;000000000
00135-09544;00135;0000-0382;000000000
00135-09545;00135;0000-0382;000000000
00135-09546;00135;0000-0382;000000000
00135-09547;00135;0000-0382;000000000
00135-09548;00135;0000-0382;000000000
00135-09549;00135;0000-0383;000000000
00135-09550;00135;0000-0383;000000000
00135-09551;00135;0000-0383;000000000
00135-09552;00135;0000-0383;000000000
00135-09553;00135;0000-0383;000000000
00135-09554;00135;0000-0384;000000000
00296-01292;00296;0000-0065;000000000
00296-01293;00296;0000-0065;000000000
00296-01297;00296;0000-0066;000000000
00296-01298;00296;0000-0066;000000000
00296-01299;00296;0000-0066;000000000
00296-01300;00296;0000-0066;000000000
00296-01301;00296;0000-0067;000000000
00296-01302;00296;0000-0067;000000000
00296-01303;00296;0000-0067;000000000
00284-09604;00284;0000-0369;000000000
00284-09605;00284;0000-0370;000000000
00284-09606;00284;0000-0370;000000000
00284-09607;00284;0000-0370;000000000
00284-09608;00284;0000-0370;000000000
00284-09609;00284;0000-0370;000000000
00284-09610;00284;0000-0371;000000000
00284-09611;00284;0000-0371;000000000
00284-09612;00284;0000-0371;000000000
00284-09613;00284;0000-0371;000000000
00284-09614;00284;0000-0371;000000000
00284-09615;00284;0000-0372;000000000
00284-09616;00284;0000-0372;000000000
00284-09617;00284;0000-0372;000000000
00284-09618;00284;0000-0372;000000000
00284-09619;00284;0000-0372;000000000
00284-09620;00284;0000-0373;000000000
00284-09621;00284;0000-0373;000000000
00284-09622;00284;0000-0373;000000000
00284-09623;00284;0000-0373;000000000
00165-09624;00165;0000-0373;000000000
00165-09625;00165;0000-0374;000000000
00165-09626;00165;0000-0374;000000000
00165-09627;00165;0000-0374;000000000
00165-09628;00165;0000-0374;000000000
00165-09629;00165;0000-0374;000000000
00165-09630;00165;0000-0375;000000000
00165-09631;00165;0000-0375;000000000
00165-09632;00165;0000-0375;000000000
00135-09633;00135;0000-0375;000000000
00135-09634;00135;0000-0375;000000000
00135-09635;00135;0000-0376;000000000
00135-09636;00135;0000-0376;000000000
00135-09637;00135;0000-0376;000000000
00135-09638;00135;0000-0376;000000000
00135-09639;00135;0000-0376;000000000
00135-09640;00135;0000-0377;000000000
00135-09641;00135;0000-0377;000000000
00135-09642;00135;0000-0377;000000000
00135-09643;00135;0000-0377;000000000
00135-09644;00135;0000-0377;000000000
00135-09645;00135;0000-0378;000000000
00135-09646;00135;0000-0378;000000000
00135-09647;00135;0000-0378;000000000
00135-09648;00135;0000-0378;000000000
00135-09649;00135;0000-0378;000000000
00135-09650;00135;0000-0379;000000000
00135-09651;00135;0000-0379;000000000
00135-09652;00135;0000-0379;000000000
00135-09653;00135;0000-0379;000000000
00135-09654;00135;0000-0379;000000000
00135-09655;00135;0000-0380;000000000
00135-09656;00135;0000-0380;000000000
00135-09657;00135;0000-0380;000000000
00135-09658;00135;0000-0380;000000000
00135-09659;00135;0000-0380;000000000
00135-09660;00135;0000-0381;000000000
00135-09661;00135;0000-0381;000000000
00135-09662;00135;0000-0381;000000000
00135-09663;00135;0000-0381;000000000
00135-09664;00135;0000-0381;000000000
00135-09665;00135;0000-0382;000000000
00135-09666;00135;0000-0382;000000000
00135-09667;00135;0000-0382;000000000
00135-09668;00135;0000-0382;000000000
00135-09669;00135;0000-0382;000000000
00135-09670;00135;0000-0383;000000000
00135-09671;00135;0000-0383;000000000
00135-09672;00135;0000-0383;000000000
00135-09673;00135;0000-0383;000000000
00135-09674;00135;0000-0383;000000000
00135-09675;00135;0000-0384;000000000
00296-01411;00296;0000-0064;000000000
00296-01412;00296;0000-0065;000000000
00296-01413;00296;0000-0065;000000000
00296-01414;00296;0000-0065;000000000
00296-01417;00296;0000-0066;000000000
00296-01418;00296;0000-0066;000000000
00296-01419;00296;0000-0066;000000000
00296-01420;00296;0000-0066;000000000
00296-01421;00296;0000-0066;000000000
00296-01422;00296;0000-0067;000000000
00296-01423;00296;0000-0067;000000000
00037-01424;00037;0000-0067;000000000
00037-01425;00037;0000-0067;000000000
00284-09724;00284;0000-0393;000000000
00284-09725;00284;0000-0393;000000000
00284-09726;00284;0000-0394;000000000
00284-09727;00284;0000-0394;000000000
00284-09728;00284;0000-0394;000000000
00284-09729;00284;0000-0394;000000000
00284-09730;00284;0000-0394;000000000
00284-09731;00284;0000-0395;000000000
00284-09732;00284;0000-0395;000000000
00284-09733;00284;0000-0395;000000000
00284-09734;00284;0000-0395;000000000
00284-09735;00284;0000-0395;000000000
00284-09736;00284;0000-0396;000000000
00284-09737;00284;0000-0396;000000000
00284-09738;00284;0000-0396;000000000
00284-09739;00284;0000-0396;000000000
00284-09740;00284;0000-0396;000000000
00284-09741;00284;0000-0397;000000000
00284-09742;00284;0000-0397;000000000
00284-09743;00284;0000-0397;000000000
00284-09744;00284;0000-0397;000000000
00165-09745;00165;0000-0397;000000000
00165-09746;00165;0000-0398;000000000
00165-09747;00165;0000-0398;000000000
00165-09748;00165;0000-0398;000000000
00165-09749;00165;0000-0398;000000000
00165-09750;00165;0000-0398;000000000
00165-09751;00165;0000-0399;000000000
00165-09752;00165;0000-0399;000000000
00165-09753;00165;0000-0399;000000000
00135-09754;00135;0000-0399;000000000
00135-09755;00135;0000-0399;000000000
00135-09756;00135;0000-0400;000000000
00135-09757;00135;0000-0400;000000000
00135-09758;00135;0000-0400;000000000
00135-09759;00135;0000-0400;000000000
00135-09760;00135;0000-0400;000000000
00135-09761;00135;0000-0401;000000000
00135-09762;00135;0000-0401;000000000
00135-09763;00135;0000-0401;000000000
00135-09764;00135;0000-0401;000000000
00135-09765;00135;0000-0401;000000000
00135-09766;00135;0000-0402;000000000
00135-09767;00135;0000-0402;000000000
00135-09768;00135;0000-0402;000000000
00135-09769;00135;0000-0402;000000000
00135-09770;00135;0000-0402;000000000
00135-09771;00135;0000-0403;000000000
00135-09772;00135;0000-0403;000000000
00135-09773;00135;0000-0403;000000000
00135-09774;00135;0000-0403;000000000
00135-09775;00135;0000-0403;000000000
00135-09776;00135;0000-0404;000000000
00135-09777;00135;0000-0404;000000000
00135-09778;00135;0000-0404;000000000
00135-09779;00135;0000-0404;000000000
00135-09780;00135;0000-0404;000000000
00135-09781;00135;0000-0405;000000000
00135-09782;00135;0000-0405;000000000
00135-09783;00135;0000-0405;000000000
00135-09784;00135;0000-0405;000000000
00135-09785;00135;0000-0405;000000000
00135-09786;00135;0000-0406;000000000
00135-09787;00135;0000-0406;000000000
00135-09788;00135;0000-0406;000000000
00135-09789;00135;0000-0406;000000000
00135-09790;00135;0000-0406;000000000
00135-09791;00135;0000-0407;000000000
00135-09792;00135;0000-0407;000000000
00135-09793;00135;0000-0407;000000000
00135-09794;00135;0000-0407;000000000
00135-09795;00135;0000-0407;000000000
00135-09796;00135;0000-0408;000000000
00135-09797;00135;0000-0408;000000000
00296-01532;00296;0000-0064;000000000
00296-01533;00296;0000-0065;000000000
00296-01534;00296;0000-0065;000000000
00296-01535;00296;0000-0065;000000000
00296-01536;00296;0000-0065;000000000
00296-01538;00296;0000-0066;000000000
00296-01539;00296;0000-0066;000000000
00296-01540;00296;0000-0066;000000000
00296-01541;00296;0000-0066;000000000
00296-01542;00296;0000-0066;000000000
00037-01543;00037;0000-0067;000000000
00037-01544;00037;0000-0067;000000000
00037-01545;00037;0000-0067;000000000
00037-01546;00037;0000-0067;000000000
00284-09845;00284;0000-0393;000000000
00284-09846;00284;0000-0393;000000000
00284-09847;00284;0000-0394;000000000
00284-09848;00284;0000-0394;000000000
00284-09849;00284;0000-0394;000000000
00284-09850;00284;0000-0394;000000000
00284-09851;00284;0000-0394;000000000
00284-09852;00284;0000-0395;000000000
00284-09853;00284;0000-0395;000000000
00284-09854;00284;0000-0395;000000000
00284-09855;00284;0000-0395;000000000
00284-09856;00284;0000-0395;000000000
00284-09857;00284;0000-0396;000000000
00284-09858;00284;0000-0396;000000000
00284-09859;00284;0000-0396;000000000
00284-09860;00284;0000-0396;000000000
00284-09861;00284;0000-0396;000000000
00284-09862;00284;0000-0397;000000000
00284-09863;00284;0000-0397;000000000
00284-09864;00284;0000-0397;000000000
00284-09865;00284;0000-0397;000000000
00284-09866;00284;0000-0397;000000000
00165-09867;00165;0000-0398;000000000
00165-09868;00165;0000-0398;000000000
00165-09869;00165;0000-0398;000000000
00165-09870;00165;0000-0398;000000000
00165-09871;00165;0000-0398;000000000
00165-09872;00165;0000-0399;000000000
00165-09873;00165;0000-0399;000000000
00165-09874;00165;0000-0399;000000000
00165-09875;00165;0000-0399;000000000
00135-09876;00135;0000-0399;000000000
00135-09877;00135;0000-0400;000000000
00135-09878;00135;0000-0400;000000000
00135-09879;00135;0000-0400;000000000
00135-09880;00135;0000-0400;000000000
00135-09881;00135;0000-0400;000000000
00135-09882;00135;0000-0401;000000000
00135-09883;00135;0000-0401;000000000
00135-09884;00135;0000-0401;000000000
00135-09885;00135;0000-0401;000000000
00135-09886;00135;0000-0401;000000000
00135-09887;00135;0000-0402;000000000
00135-09888;00135;0000-0402;000000000
00135-09889;00135;0000-0402;000000000
00135-09890;00135;0000-0402;000000000
00135-09891;00135;0000-0402;000000000
00135-09892;00135;0000-0403;000000000
00135-09893;00135;0000-0403;000000000
00135-09894;00135;0000-0403;000000000
00135-09895;00135;0000-0403;000000000
00135-09896;00135;0000-0403;000000000
00135-09897;00135;0000-0404;000000000
00135-09898;00135;0000-0404;000000000
00135-09899;00135;0000-0404;000000000
00135-09900;00135;0000-0404;000000000
00135-09901;00135;0000-0404;000000000
00135-09902;00135;0000-0405;000000000
00135-09903;00135;0000-0405;000000000
00135-09904;00135;0000-0405;000000000
00135-09905;00135;0000-0405;000000000
00135-09906;00135;0000-0405;000000000
00135-09907;00135;0000-0406;000000000
00135-09908;00135;0000-0406;000000000
00135-09909;00135;0000-0406;000000000
00135-09910;00135;0000-0406;000000000
00135-09911;00135;0000-0406;000000000
00135-09912;00135;0000-0407;000000000
00135-09913;00135;0000-0407;000000000
00135-09914;00135;0000-0407;000000000
00296-01646;00296;0000-0063;000000000
00135-09915;00135;0000-0407;000000000
00296-01647;00296;0000-0063;000000000
00135-09916;00135;0000-0407;000000000
00135-09917;00135;0000-0408;000000000
00135-09918;00135;0000-0408;000000000
00296-01651;00296;0000-0064;000000000
00296-01652;00296;0000-0064;000000000
00296-01653;00296;0000-0064;000000000
00296-01654;00296;0000-0065;000000000
00296-01655;00296;0000-0065;000000000
00296-01656;00296;0000-0065;000000000
00296-01657;00296;0000-0065;000000000
00296-01658;00296;0000-0065;000000000
00296-01659;00296;0000-0066;000000000
00296-01660;00296;0000-0066;000000000
00296-01661;00296;0000-0066;000000000
00296-01662;00296;0000-0066;000000000
00037-01663;00037;0000-0066;000000000
00037-01664;00037;0000-0067;000000000
00037-01665;00037;0000-0067;000000000
00037-01666;00037;0000-0067;000000000
00037-01667;00037;0000-0067;000000000
00037-01668;00037;0000-0067;000000000
00284-09966;00284;0000-0393;000000000
00284-09967;00284;0000-0393;000000000
00284-09968;00284;0000-0394;000000000
00284-09969;00284;0000-0394;000000000
00284-09970;00284;0000-0394;000000000
00284-09971;00284;0000-0394;000000000
00284-09972;00284;0000-0394;000000000
00284-09973;00284;0000-0395;000000000
00284-09974;00284;0000-0395;000000000
00284-09975;00284;0000-0395;000000000
00284-09976;00284;0000-0395;000000000
00284-09977;00284;0000-0395;000000000
00284-09978;00284;0000-0396;000000000
00284-09979;00284;0000-0396;000000000
00284-09980;00284;0000-0396;000000000
00284-09981;00284;0000-0396;000000000
00284-09982;00284;0000-0396;000000000
00284-09983;00284;0000-0397;000000000
00284-09984;00284;0000-0397;000000000
00284-09985;00284;0000-0397;000000000
00284-09986;00284;0000-0397;000000000
00284-09987;00284;0000-0397;000000000
00165-09988;00165;0000-0398;000000000
00165-09989;00165;0000-0398;000000000
00165-09990;00165;0000-0398;000000000
00165-09991;00165;0000-0398;000000000
00165-09992;00165;0000-0398;000000000
00165-09993;00165;0000-0399;000000000
00165-09994;00165;0000-0399;000000000
00165-09995;00165;0000-0399;000000000
00165-09996;00165;0000-0399;000000000
00135-09997;00135;0000-0399;000000000
00135-09998;00135;0000-0400;000000000
00135-09999;00135;0000-0400;000000000
00135-10000;00135;0000-0400;000000000
00135-10001;00135;0000-0400;000000000
00135-10002;00135;0000-0400;000000000
00135-10003;00135;0000-0401;000000000
00135-10004;00135;0000-0401;000000000
00135-10005;00135;0000-0401;000000000
00135-10006;00135;0000-0401;000000000
00135-10007;00135;0000-0401;000000000
00135-10008;00135;0000-0402;000000000
00135-10009;00135;0000-0402;000000000
00135-10010;00135;0000-0402;000000000
00135-10011;00135;0000-0402;000000000
00135-10012;00135;0000-0402;000000000
00135-10013;00135;0000-0403;000000000
00135-10014;00135;0000-0403;000000000
00135-10015;00135;0000-0403;000000000
00135-10016;00135;0000-0403;000000000
00135-10017;00135;0000-0403;000000000
00135-10018;00135;0000-0404;000000000
00135-10019;00135;0000-0404;000000000
00135-10020;00135;0000-0404;000000000
00135-10021;00135;0000-0404;000000000
00135-10022;00135;0000-0404;000000000
00135-10023;00135;0000-0405;000000000
00135-10024;00135;0000-0405;000000000
00135-10025;00135;0000-0405;000000000
00135-10026;00135;0000-0405;000000000
00135-10027;00135;0000-0405;000000000
00135-10028;00135;0000-0406;000000000
00135-10029;00135;0000-0406;000000000
00135-10030;00135;0000-0406;000000000
00135-10031;00135;0000-0406;000000000
00135-10032;00135;0000-0406;000000000
00135-10033;00135;0000-0407;000000000
00135-10034;00135;0000-0407;000000000
00135-10035;00135;0000-0407;000000000
00296-01767;00296;0000-0063;000000000
00135-10036;00135;0000-0407;000000000
00296-01768;00296;0000-0063;000000000
00135-10037;00135;0000-0407;000000000
00135-10038;00135;0000-0408;000000000
00135-10039;00135;0000-0408;000000000
00296-01772;00296;0000-0064;000000000
00296-01773;00296;0000-0064;000000000
00296-01774;00296;0000-0064;000000000
00296-01775;00296;0000-0065;000000000
00296-01776;00296;0000-0065;000000000
00296-01777;00296;0000-0065;000000000
00296-01778;00296;0000-0065;000000000
00296-01779;00296;0000-0065;000000000
00296-01780;00296;0000-0066;000000000
00296-01781;00296;0000-0066;000000000
00296-01782;00296;0000-0066;000000000
00037-01783;00037;0000-0066;000000000
00037-01784;00037;0000-0066;000000000
00037-01785;00037;0000-0067;000000000
00037-01786;00037;0000-0067;000000000
00037-01787;00037;0000-0067;000000000
00037-01788;00037;0000-0067;000000000
00037-01789;00037;0000-0067;000000000
00037-01790;00037;0000-0068;000000000
00284-10087;00284;0000-0393;000000000
00284-10088;00284;0000-0393;000000000
00284-10089;00284;0000-0394;000000000
00284-10090;00284;0000-0394;000000000
00284-10091;00284;0000-0394;000000000
00284-10092;00284;0000-0394;000000000
00284-10093;00284;0000-0394;000000000
00284-10094;00284;0000-0395;000000000
00284-10095;00284;0000-0395;000000000
00284-10096;00284;0000-0395;000000000
00284-10097;00284;0000-0395;000000000
00284-10098;00284;0000-0395;000000000
00284-10099;00284;0000-0396;000000000
00284-10100;00284;0000-0396;000000000
00284-10101;00284;0000-0396;000000000
00284-10102;00284;0000-0396;000000000
00284-10103;00284;0000-0396;000000000
00284-10104;00284;0000-0397;000000000
00284-10105;00284;0000-0397;000000000
00284-10106;00284;0000-0397;000000000
00284-10107;00284;0000-0397;000000000
00165-10108;00165;0000-0397;000000000
00165-10109;00165;0000-0398;000000000
00165-10110;00165;0000-0398;000000000
00165-10111;00165;0000-0398;000000000
00165-10112;00165;0000-0398;000000000
00165-10113;00165;0000-0398;000000000
00165-10114;00165;0000-0399;000000000
00165-10115;00165;0000-0399;000000000
00165-10116;00165;0000-0399;000000000
00165-10117;00165;0000-0399;000000000
00135-10118;00135;0000-0399;000000000
00135-10119;00135;0000-0400;000000000
00135-10120;00135;0000-0400;000000000
00135-10121;00135;0000-0400;000000000
00135-10122;00135;0000-0400;000000000
00135-10123;00135;0000-0400;000000000
00135-10124;00135;0000-0401;000000000
00135-10125;00135;0000-0401;000000000
00135-10126;00135;0000-0401;000000000
00135-10127;00135;0000-0401;000000000
00135-10128;00135;0000-0401;000000000
00135-10129;00135;0000-0402;000000000
00135-10130;00135;0000-0402;000000000
00135-10131;00135;0000-0402;000000000
00135-10132;00135;0000-0402;000000000
00135-10133;00135;0000-0402;000000000
00135-10134;00135;0000-0403;000000000
00135-10135;00135;0000-0403;000000000
00135-10136;00135;0000-0403;000000000
00135-10137;00135;0000-0403;000000000
00135-10138;00135;0000-0403;000000000
00135-10139;00135;0000-0404;000000000
00135-10140;00135;0000-0404;000000000
00135-10141;00135;0000-0404;000000000
00135-10142;00135;0000-0404;000000000
00135-10143;00135;0000-0404;000000000
00135-10144;00135;0000-0405;000000000
00135-10145;00135;0000-0405;000000000
00135-10146;00135;0000-0405;000000000
00135-10147;00135;0000-0405;000000000
00135-10148;00135;0000-0405;000000000
00135-10149;00135;0000-0406;000000000
00135-10150;00135;0000-0406;000000000
00135-10151;00135;0000-0406;000000000
00135-10152;00135;0000-0406;000000000
00135-10153;00135;0000-0406;000000000
00135-10154;00135;0000-0407;000000000
00135-10155;00135;0000-0407;000000000
00296-01887;00296;0000-0087;000000000
00135-10156;00135;0000-0407;000000000
00296-01888;00296;0000-0087;000000000
00135-10157;00135;0000-0407;000000000
00296-01889;00296;0000-0087;000000000
00135-10158;00135;0000-0407;000000000
00296-01890;00296;0000-0087;000000000
00135-10159;00135;0000-0408;000000000
00135-10160;00135;0000-0408;000000000
00296-01893;00296;0000-0088;000000000
00296-01894;00296;0000-0088;000000000
00296-01895;00296;0000-0088;000000000
00296-01896;00296;0000-0089;000000000
00296-01897;00296;0000-0089;000000000
00296-01898;00296;0000-0089;000000000
00296-01899;00296;0000-0089;000000000
00296-01900;00296;0000-0089;000000000
00296-01901;00296;0000-0090;000000000
00296-01902;00296;0000-0090;000000000
00296-01903;00296;0000-0090;000000000
00037-01904;00037;0000-0090;000000000
00037-01905;00037;0000-0090;000000000
00037-01906;00037;0000-0091;000000000
00037-01907;00037;0000-0091;000000000
00037-01908;00037;0000-0091;000000000
00037-01909;00037;0000-0091;000000000
00037-01910;00037;0000-0091;000000000
00037-01911;00037;0000-0092;000000000
00284-10208;00284;0000-0393;000000000
00284-10209;00284;0000-0393;000000000
00284-10210;00284;0000-0394;000000000
00284-10211;00284;0000-0394;000000000
00284-10212;00284;0000-0394;000000000
00284-10213;00284;0000-0394;000000000
00284-10214;00284;0000-0394;000000000
00284-10215;00284;0000-0395;000000000
00284-10216;00284;0000-0395;000000000
00284-10217;00284;0000-0395;000000000
00284-10218;00284;0000-0395;000000000
00284-10219;00284;0000-0395;000000000
00284-10220;00284;0000-0396;000000000
00284-10221;00284;0000-0396;000000000
00284-10222;00284;0000-0396;000000000
00284-10223;00284;0000-0396;000000000
00284-10224;00284;0000-0396;000000000
00284-10225;00284;0000-0397;000000000
00284-10226;00284;0000-0397;000000000
00284-10227;00284;0000-0397;000000000
00284-10228;00284;0000-0397;000000000
00165-10229;00165;0000-0397;000000000
00165-10230;00165;0000-0398;000000000
00165-10231;00165;0000-0398;000000000
00165-10232;00165;0000-0398;000000000
00165-10233;00165;0000-0398;000000000
00165-10234;00165;0000-0398;000000000
00165-10235;00165;0000-0399;000000000
00165-10236;00165;0000-0399;000000000
00165-10237;00165;0000-0399;000000000
00165-10238;00165;0000-0399;000000000
00135-10239;00135;0000-0399;000000000
00135-10240;00135;0000-0400;000000000
00135-10241;00135;0000-0400;000000000
00135-10242;00135;0000-0400;000000000
00135-10243;00135;0000-0400;000000000
00135-10244;00135;0000-0400;000000000
00135-10245;00135;0000-0401;000000000
00135-10246;00135;0000-0401;000000000
00135-10247;00135;0000-0401;000000000
00135-10248;00135;0000-0401;000000000
00135-10249;00135;0000-0401;000000000
00135-10250;00135;0000-0402;000000000
00135-10251;00135;0000-0402;000000000
00135-10252;00135;0000-0402;000000000
00135-10253;00135;0000-0402;000000000
00135-10254;00135;0000-0402;000000000
00135-10255;00135;0000-0403;000000000
00135-10256;00135;0000-0403;000000000
00135-10257;00135;0000-0403;000000000
00135-10258;00135;0000-0403;000000000
00135-10259;00135;0000-0403;000000000
00135-10260;00135;0000-0404;000000000
00135-10261;00135;0000-0404;000000000
00135-10262;00135;0000-0404;000000000
00135-10263;00135;0000-0404;000000000
00135-10264;00135;0000-0404;000000000
00135-10265;00135;0000-0405;000000000
00135-10266;00135;0000-0405;000000000
00135-10267;00135;0000-0405;000000000
00135-10268;00135;0000-0405;000000000
00135-10269;00135;0000-0405;000000000
00135-10270;00135;0000-0406;000000000
00135-10271;00135;0000-0406;000000000
00135-10272;00135;0000-0406;000000000
00135-10273;00135;0000-0406;000000000
00135-10274;00135;0000-0406;000000000
00135-10275;00135;0000-0407;000000000
00135-10276;00135;0000-0407;000000000
00296-02008;00296;0000-0087;000000000
00135-10277;00135;0000-0407;000000000
00296-02009;00296;0000-0087;000000000
00135-10278;00135;0000-0407;000000000
00296-02010;00296;0000-0087;000000000
00135-10279;00135;0000-0407;000000000
00296-02011;00296;0000-0087;000000000
00135-10280;00135;0000-0408;000000000
00296-02012;00296;0000-0088;000000000
00135-10281;00135;0000-0408;000000000
00296-02013;00296;0000-0088;000000000
00135-10282;00135;0000-0408;000000000
00296-02014;00296;0000-0088;000000000
00296-02015;00296;0000-0088;000000000
00296-02016;00296;0000-0088;000000000
00296-02017;00296;0000-0089;000000000
00296-02018;00296;0000-0089;000000000
00296-02019;00296;0000-0089;000000000
00296-02020;00296;0000-0089;000000000
00296-02021;00296;0000-0089;000000000
00296-02022;00296;0000-0090;000000000
00296-02023;00296;0000-0090;000000000
00037-02024;00037;0000-0090;000000000
00037-02025;00037;0000-0090;000000000
00037-02026;00037;0000-0090;000000000
00037-02027;00037;0000-0091;000000000
00037-02028;00037;0000-0091;000000000
00037-02029;00037;0000-0091;000000000
00037-02030;00037;0000-0091;000000000
00037-02031;00037;0000-0091;000000000
00037-02032;00037;0000-0092;000000000
00037-02033;00037;0000-0092;000000000
00284-10329;00284;0000-0417;000000000
00284-10330;00284;0000-0417;000000000
00284-10331;00284;0000-0418;000000000
00284-10332;00284;0000-0418;000000000
00284-10333;00284;0000-0418;000000000
00284-10334;00284;0000-0418;000000000
00284-10335;00284;0000-0418;000000000
00284-10336;00284;0000-0419;000000000
00284-10337;00284;0000-0419;000000000
00284-10338;00284;0000-0419;000000000
00284-10339;00284;0000-0419;000000000
00284-10340;00284;0000-0419;000000000
00284-10341;00284;0000-0420;000000000
00284-10342;00284;0000-0420;000000000
00284-10343;00284;0000-0420;000000000
00284-10344;00284;0000-0420;000000000
00284-10345;00284;0000-0420;000000000
00284-10346;00284;0000-0421;000000000
00284-10347;00284;0000-0421;000000000
00284-10348;00284;0000-0421;000000000
00165-10349;00165;0000-0421;000000000
00165-10350;00165;0000-0421;000000000
00165-10351;00165;0000-0422;000000000
00165-10352;00165;0000-0422;000000000
00165-10353;00165;0000-0422;000000000
00165-10354;00165;0000-0422;000000000
00165-10355;00165;0000-0422;000000000
00165-10356;00165;0000-0423;000000000
00165-10357;00165;0000-0423;000000000
00165-10358;00165;0000-0423;000000000
00165-10359;00165;0000-0423;000000000
00135-10360;00135;0000-0423;000000000
00135-10361;00135;0000-0424;000000000
00135-10362;00135;0000-0424;000000000
00135-10363;00135;0000-0424;000000000
00135-10364;00135;0000-0424;000000000
00135-10365;00135;0000-0424;000000000
00135-10366;00135;0000-0425;000000000
00135-10367;00135;0000-0425;000000000
00135-10368;00135;0000-0425;000000000
00135-10369;00135;0000-0425;000000000
00135-10370;00135;0000-0425;000000000
00135-10371;00135;0000-0426;000000000
00135-10372;00135;0000-0426;000000000
00135-10373;00135;0000-0426;000000000
00135-10374;00135;0000-0426;000000000
00135-10375;00135;0000-0426;000000000
00135-10376;00135;0000-0427;000000000
00135-10377;00135;0000-0427;000000000
00135-10378;00135;0000-0427;000000000
00135-10379;00135;0000-0427;000000000
00135-10380;00135;0000-0427;000000000
00135-10381;00135;0000-0428;000000000
00135-10382;00135;0000-0428;000000000
00135-10383;00135;0000-0428;000000000
00135-10384;00135;0000-0428;000000000
00135-10385;00135;0000-0428;000000000
00135-10386;00135;0000-0429;000000000
00135-10387;00135;0000-0429;000000000
00135-10388;00135;0000-0429;000000000
00135-10389;00135;0000-0429;000000000
00135-10390;00135;0000-0429;000000000
00135-10391;00135;0000-0430;000000000
00135-10392;00135;0000-0430;000000000
00135-10393;00135;0000-0430;000000000
00135-10394;00135;0000-0430;000000000
00135-10395;00135;0000-0430;000000000
00135-10396;00135;0000-0431;000000000
00135-10397;00135;0000-0431;000000000
00296-02129;00296;0000-0087;000000000
00135-10398;00135;0000-0431;000000000
00296-02130;00296;0000-0087;000000000
00135-10399;00135;0000-0431;000000000
00296-02131;00296;0000-0087;000000000
00135-10400;00135;0000-0431;000000000
00296-02132;00296;0000-0087;000000000
00135-10401;00135;0000-0432;000000000
00296-02133;00296;0000-0088;000000000
00135-10402;00135;0000-0432;000000000
00296-02134;00296;0000-0088;000000000
00296-02135;00296;0000-0088;000000000
00296-02136;00296;0000-0088;000000000
00296-02137;00296;0000-0088;000000000
00296-02138;00296;0000-0089;000000000
00296-02139;00296;0000-0089;000000000
00296-02140;00296;0000-0089;000000000
00296-02141;00296;0000-0089;000000000
00296-02142;00296;0000-0089;000000000
00296-02143;00296;0000-0090;000000000
00296-02144;00296;0000-0090;000000000
00037-02145;00037;0000-0090;000000000
00037-02146;00037;0000-0090;000000000
00037-02147;00037;0000-0090;000000000
00037-02148;00037;0000-0091;000000000
00037-02149;00037;0000-0091;000000000
00037-02150;00037;0000-0091;000000000
00037-02151;00037;0000-0091;000000000
00037-02152;00037;0000-0091;000000000
00037-02153;00037;0000-0092;000000000
00037-02154;00037;0000-0092;000000000
00284-10450;00284;0000-0417;000000000
00284-10451;00284;0000-0417;000000000
00284-10452;00284;0000-0418;000000000
00284-10453;00284;0000-0418;000000000
00284-10454;00284;0000-0418;000000000
00284-10455;00284;0000-0418;000000000
00284-10456;00284;0000-0418;000000000
00284-10457;00284;0000-0419;000000000
00284-10458;00284;0000-0419;000000000
00284-10459;00284;0000-0419;000000000
00284-10460;00284;0000-0419;000000000
00284-10461;00284;0000-0419;000000000
00284-10462;00284;0000-0420;000000000
00284-10463;00284;0000-0420;000000000
00284-10464;00284;0000-0420;000000000
00284-10465;00284;0000-0420;000000000
00284-10466;00284;0000-0420;000000000
00284-10467;00284;0000-0421;000000000
00284-10468;00284;0000-0421;000000000
00284-10469;00284;0000-0421;000000000
00165-10470;00165;0000-0421;000000000
00165-10471;00165;0000-0421;000000000
00165-10472;00165;0000-0422;000000000
00165-10473;00165;0000-0422;000000000
00165-10474;00165;0000-0422;000000000
00165-10475;00165;0000-0422;000000000
00165-10476;00165;0000-0422;000000000
00165-10477;00165;0000-0423;000000000
00165-10478;00165;0000-0423;000000000
00165-10479;00165;0000-0423;000000000
00135-10480;00135;0000-0423;000000000
00135-10481;00135;0000-0423;000000000
00135-10482;00135;0000-0424;000000000
00135-10483;00135;0000-0424;000000000
00135-10484;00135;0000-0424;000000000
00135-10485;00135;0000-0424;000000000
00135-10486;00135;0000-0424;000000000
00135-10487;00135;0000-0425;000000000
00135-10488;00135;0000-0425;000000000
00135-10489;00135;0000-0425;000000000
00135-10490;00135;0000-0425;000000000
00135-10491;00135;0000-0425;000000000
00135-10492;00135;0000-0426;000000000
00135-10493;00135;0000-0426;000000000
00135-10494;00135;0000-0426;000000000
00135-10495;00135;0000-0426;000000000
00135-10496;00135;0000-0426;000000000
00135-10497;00135;0000-0427;000000000
00135-10498;00135;0000-0427;000000000
00135-10499;00135;0000-0427;000000000
00135-10500;00135;0000-0427;000000000
00135-10501;00135;0000-0427;000000000
00135-10502;00135;0000-0428;000000000
